MMSI,선박명,선종코드,IMO,호출부호,DimA,DimB,DimC,DimD,흘수,추정톤수
249509000,ZIM MONACO,71,9389708,9HTY9,197,60,21,18,11.6,58653
249757000,TORTUGAS,70,9319765,9HA4366,40,159,20,12,9.9,26466
249758000,TOMBARRA,70,9319753,9HA4367,40,159,20,12,9.6,26466
249783000,CAPE KORTIA,70,9727613,9HA4377,111,219,9,39,6.2,124174
249819000,CMA CGM LIBRA,71,9399193,9HA2021,276,88,14,32,15.3,166646
249830000,ZIM LUANDA,71,9403229,9HA2029,197,63,21,11,11.5,60731
249877000,CMA CGM RODOLPHE,71,9729075,9HA4412,115,185,21,28,11.4,93294
249883000,DENSA DOLPHIN,70,9403190,9HA2054,160,25,20,12,12.1,21264
249904000,TONSBERG,70,9515383,9HA2066,40,225,21,11,9.3,64302
249982000,CAPE TAINARO,70,9706205,9HA4463,111,219,9,39,10.8,124174
253650000,BISON EXPRESS,90,9115949,LXBJ,19,103,10,6,4.8,6098
253767000,BEAUTRIDENT,79,9369306,LXIR,108,10,8,8,6.6,5518
255729000,MPV CLIO,70,9244556,CQIU,170,26,14,14,7.8,25287
255736000,MPV URANIA,70,9238820,CQJG,179,14,22,6,8.6,24144
255803280,ABB VANESSA,70,9437309,CQQS,124,14,10,11,6.7,8826
255805260,ALBERT OLDENDORFF,70,9272773,CQLO,154,17,12,15,10.5,16793
255805575,NORTHERN VIGOUR,74,9304708,CQIZ,204,18,25,5,7.7,37805
255805588,ESL NHAVA SHEVA,70,9535199,CQHM,197,78,22,18,11.1,71860
255805661,MSC ODESSA V,70,9456965,CQGL,188,74,14,18,12.2,62143
255805677,BUXCOAST,90,9221827,CQEB,18,282,20,20,7,93294
255805776,ESL BUSAN,79,9395525,CQCZ,212,94,23,17,12.2,99004
255805875,KLARA,70,9467160,CQZV,138,29,14,10,6.7,15641
255806027,MSC SHUBA B,71,9778076,CQIP2,112,218,15,33,12.5,124174
255806028,MSC SHREYA B,70,9778105,CQIP3,112,218,15,33,13.5,124174
255806029,MSC NITYA B,71,9778117,CQIP4,112,218,15,33,15.1,124174
255806031,MSC MADHU B,71,9778088,CQIP6,112,218,15,33,11.5,124174
255806034,MSC JASPER VIII,70,9466960,CQIP9,257,76,17,26,13,127592
255806057,BRIGHT,70,9778399,CQIS7,165,21,8,27,9.1,21611
255806072,AS COLUMBIA,70,9320037,CQIU6,202,19,21,8,8.9,37296
255806127,AS SOPHIA,71,9335800,CQAB5,150,25,13,15,7,17999
255806186,UHL FAST,70,9785392,CQAI8,15,135,19,7,5.8,11334
255806188,UHL FALCON,90,9789697,CQAJ2,10,140,17,9,6.6,11334
255806189,UHL FLASH,70,9785407,CQAJ3,15,135,19,7,7.4,11334
255806208,HERITAGE ADVENTURER,69,9000168,CQAL6,24,101,10,10,5,6559
255806221,UHL FORTUNE,70,9813242,CQAN3,15,135,19,7,6.3,11334
255806233,MSC PRECISION V,71,9450296,CQA07,208,56,12,20,12.1,63577
255806274,SPIRIT OF DUBAI,71,9366512,CQAT8,14,134,11,11,6.7,10887
255806285,KATHRIN,90,9570620,CQAV3,114,16,7,10,5.1,7378
255806304,NORTHERN MONUMENT,70,9252577,CQAX6,229,71,20,20,11.8,93294
255806335,MSC ARIES,71,9857169,CQEB4,112,254,36,15,13,169408
255806338,MSC AURIGA,71,9857183,CQEB7,112,254,36,15,15.2,169408
255806339,MSC ORION,74,9857157,CQEB8,112,254,35,16,15,169408
255806340,MSC VIRGO,71,9857171,CQEB9,112,254,36,15,11.7,169408
255806342,UHL FAITH,79,9892482,CQEC3,10,140,16,10,6.5,11334
255806351,UHL FREEDOM,70,9897121,CQED4,15,135,21,5,7,11334
255806358,UHL FELICITY,70,9892535,CQEE3,15,135,16,10,7.1,11334
255806362,MSC BUSAN,79,9289087,CQEE7,250,75,33,10,6.4,118615
255806448,RIO CADIZ,71,9360764,CQEP5,197,64,16,16,10,61434
255806449,RIO CHARLESTON,70,9362449,CQEP6,197,64,16,16,9.4,61434
255806459,MSC ANUSHA III,70,9323041,CQEQ8,178,68,16,16,9.2,51439
255806483,EDWARD OLDENDORFF,70,9702613,CQET8,154,25,15,15,8,19261
255806497,MSC MELINE,71,9702077,CQEV6,225,76,19,29,14.5,94230
255806502,MSC SIYA B,71,9793947,CQEW3,113,217,36,12,13.9,124174
255806520,MSC GISELLE,71,9720196,CQEY5,110,190,17,31,14,93294
256011000,CONTI CONTESSA,79,9293806,9HA5658,255,78,21,21,9.8,127592
256033000,CMA CGM LITANI,71,9705055,9HA3793,125,174,28,21,10.8,92364
256047000,MINERVA AMORGOS,80,9885855,9HA5671,231,62,21,25,9.6,86915
256062000,CMA CGM TIGRIS,71,9705067,9HA3801,124,176,24,24,13.1,93294
256095000,CMA CGM VERDI,70,9331165,9HA5692,186,90,24,16,8,72647
256104000,CMA CGM GANGES,70,9718117,9HA5697,125,174,17,31,12.7,92364
256143000,CNC PLUTO,70,9760586,9HA5711,159,11,13,15,8.1,16500
256163000,CMA CGM URAL,70,9705079,9HA3845,132,168,28,21,10.6,93294
256169000,CMA CGM VOLGA,71,9705081,9HA3846,122,178,19,30,12.2,93294
256171000,EPIC,70,8018405,9HYR2,0,0,0,0,10.5,0
256213000,CMA CGM THAMES,73,9674567,9HA3851,122,178,30,19,12.1,93294
256223000,ANANGEL                       ,70,9345764,9HOR8  ,246,43,23,17,10,83403
256311000,CMA CGM GEORGE SAND,71,9332884,9HA5792,220,73,28,12,11.3,86915
256376000,MARVELETTE,70,9163491,9HSQ8,158,28,10,20,6.5,21611
256443000,BRISBANE,70,9106223,9HUR8,241,32,17,26,15,70303
256485000,GOURNIATI,70,9140047,9HVO8,100,69,13,14,5.2,16210
256488000,NEPTUNE HORIZON,79,9451721,9HA3929,21,147,6,22,8.7,15924
256490000,NESRIN AKSOY,70,9142215,9HVR8,158,31,17,14,5.1,22673
256592000,PRIVSEA,70,9389930,9HYE8,168,22,11,21,6.2,23035
256604000,CMA CGM BIANCA,72,9436367,9HA2889,244,91,26,17,13.2,129905
256615000,EVA,79,8517994,9HA2894,158,33,15,15,9.7,23401
256619000,RITA,89,9125231,9HAJ9,120,26,5,15,6.6,10452
256644000,CMA CGM ARKANSAS,79,9722651,9HA3973,124,176,24,24,13,93294
256679000,CN BIG RED,70,9076399,9HAF9,135,31,11,16,8.8,15362
256687000,CMA CGM SAMSON,70,9436379,9HA2907,244,91,17,25,13.9,129905
256744000,STAR MONICA,90,9715842,9HA3995,169,29,12,20,7.1,26069
256763000,CROATIA,71,9723277,9HA3999,226,74,19,29,9,93294
256780000,VITAFAITH,70,8311091,9HCI9,133,133,133,133,7.2,65033
256800000,ALEXANDER 1,70,830226000,9HCT9,103,36,11,11,5.8,9019
256824000,AVENUE BEAUTY,70,9470143,9HDH9,125,125,125,125,8.7,53989
256849000,SAN BENEDETTO II,80,9753832,9HA4022,84,24,2,15,4.5,4230
256882000,M.T. NOOR,89,9079066,9HES9,252,252,252,252,9.2,442367
256884000,ALULA,71,9525883,9HA2952,148,220,14,34,10.6,172200
256888000,CMA CGM MELISANDE,70,9473028,9HA2954,244,91,27,16,8.8,129905
256930000,YANTIAN,74,9305594,9HA4039,260,90,17,26,13.2,148148
256932000,COSCO HELLAS,71,9308510,9HA4040,258,92,18,25,14.7,148148
256938000,ZIM YANTIAN,71,9305582,9HA4042,259,91,18,24,14.3,148148
256940000,ZIM SHANGHAI,71,9305570,9HA4043,259,91,21,22,14.2,148148
256976000,NEW JERSEY TRADER,71,9571301,9HA4050,170,42,16,16,10.3,32923
256979000,GO STAR,79,9071416,9HHD9,155,30,13,17,11.5,21264
256981000,GLOBAL AKER,80,9249594,9HHF9,123,22,7,17,6.3,10238
256995000,ROCKET,89,9380594,9HHN9,150,150,150,150,6,93294
257366000,HOEGH ST. PETERSBURG,79,9420045,LAII7,38,191,19,13,8.5,41495
257368000,HOEGH COPENHAGEN,70,9420057,LAIJ7,44,185,15,17,8,41495
257408000,HOEGH TOKYO,70,9285483,LAPZ7,35,193,12,20,8,40954
257496000,HOEGH SEOUL,90,9285495,LADO6,50,178,17,15,8.7,40954
257530000,OSHIMANA,70,9249295,LAJR8,178,21,30,2,7,26466
257565000,TAMESIS,70,9191307,LAOL5,77,167,12,20,9,50195
257613000,TALISMAN,79,9191319,LAOW5,84,160,21,11,9.4,50195
257672000,TARAGO,70,9191321,LAPN5,86,159,20,12,9.2,50814
257711000,HOEGH ASIA,70,9191876,LAKN7,44,185,16,16,9.6,41495
257712000,HOEGH TRANSPORTER,70,9176395,LAKO7,37,162,10,22,8,26466
257713000,HOEGH TRIDENT,70,9075709,LAKP7,41,158,20,12,9,26466
257763000,JIEOUSI,80,9719240,LALT7,151,34,12,17,7,21264
257767000,NOCC OCEANIC,79,9624029,LANK8,35,164,8,24,9.4,26466
257824000,HOEGH CHIBA,70,9303558,LAVD7,20,179,15,17,9.5,26466
257864000,HOEGH TARGET,90,9684976,LAUJ7,29,171,13,23,8.9,26867
257869000,HOEGH DETROIT,90,9312470,LAHE6,40,188,13,19,8.9,40954
258008000,STAR LOEN,70,9603790,LAQN7,182,22,11,21,7.9,29334
258389000,HOEGH TRIGGER,90,9684988,LAUK7,25,174,12,24,9.3,26466
258628000,HOEGH TRACER,70,9684990,LAUL7,26,174,12,24,9,26867
258758000,HOEGH SHANGHAI,70,9312482,LAJZ6,43,186,20,12,9.2,41495
258872000,HOEGH TRAPPER,70,9706918,LAUM7,26,173,24,12,10.1,26466
258882000,HOEGH TRADER,70,9171280,LASK7,47,182,16,17,8.4,41495
258975000,HOEGH JEDDAH,70,9673381,LASZ7,38,162,14,18,9.5,26867
258981000,HOEGH LONDON,70,9342205,LAPY7,44,185,12,20,8.5,41495
259075000,HOEGH TRAVELLER,70,9710737,LAUN7,27,173,14,22,8.7,26867
259148000,HUELVA KNUTSEN,80,9904209,LARB8,238,61,33,14,8.9,92364
259274000,HOEGH TROTTER,79,9710749,LAUO7,27,173,24,13,9,26867
259739000,HOEGH OSLO,70,9382396,LAEK7,20,160,20,12,8.3,19586
259753000,SEAWAY OSPREY,70,8616568,LAEL7,188,36,20,24,11,38836
259805000,TIJUCA,70,9377511,LAFV7,43,189,21,11,8.9,43147
259965000,SPAR CORONA,70,9497830,LALU7,159,31,21,11,9.6,23035
259976000,NOCC ATLANTIC,70,9430519,LAHZ7,40,160,15,17,10,26867
265012000,TRAVIATA,70,9700524,SBJH,34,166,5,31,9.5,26867
265021000,NABUCCO,70,9731652,SBLU,34,166,5,31,9.9,26867
265491000,MIGNON,70,9189251,SJCD,42,185,31,1,9.5,40417
265827240,TANNHAUSER,70,9731640,SBLA,34,166,5,31,8.8,26867
266261000,FIDELIO,70,9332937,SLKR,45,183,9,23,10.6,40954
266282000,ANIARA,70,9377494,SKJC,45,187,9,23,9.8,43147
266283000,OBERON,70,9377509,SKJF,40,192,14,18,10.3,43147
266338000,FIGARO,70,9505041,SMIO,46,185,9,23,10.2,42591
273147000,USSURI,70,9133185,UCVT,106,23,5,13,5.3,7209
273214780,BOSS,70,9411410,UBZU2,96,21,5,15,6.3,5378
273216750,OSTROV ATLASOVA,70,9122760,UBHU9,63,17,6,8,3,1581
273291480,ENISEY,30,9262479,UBSW8,29,28,7,2,5,572
273298570,FESCO YANINA,70,9301304,UBOW6,118,24,13,9,6,9616
273316250,ASIA,70,8413409,UIVK,64,12,7,4,2.7,1355
273337600,NARVA,70,7612436,UDOP,73,22,1,12,3.6,2648
273337650,VIKTORIYA,70,9004516,UEMV,93,20,4,15,5.2,4845
273337950,LIZA,70,9113032,UBDK9,93,10,7,9,4.8,3669
273341330,NEWZENBERG,70,9515541,UHYO,100,20,8,8,7.1,5803
273348470,FORKIS,30,9062178,UBUL3,13,30,4,3,3.4,252
273352000,KAPITAN KONSHIN,70,7733840,UHDB,94,20,9,4,3.6,4975
273352700,CORONA REEFER,70,9004358,UIAE,52,19,4,8,4.9,1105
273355740,ZALIV ANIVA,80,8802806,UBBI2,73,18,7,7,4.2,2327
273356610,PROLIV LONGA,70,8136740,UBXG4,119,53,11,11,7.5,17089
273357660,VLADIMIR MYASNIKOV,70,9014884,UBNI5,120,10,13,6,8.8,7378
273359520,KAPITAN ERMAKOV,70,8517841,UBEH8,98,15,10,8,5.2,4845
273362110,PROSPER,70,8913887,UBEI3,72,16,8,7,4.9,2104
273371750,RYS,30,9005314,UBFN2,33,17,2,7,4.5,396
273375170,SONADOR,59,0,UBJN3,20,2,3,2,2,31
273390450,ANGEL,30,9140114,UBYP5,28,34,5,4,4.9,736
273391470,AKVAMARIN,70,9210311,UEXD,99,9,8,11,4.6,4230
273399950,NIKOLAY CHUDOTVORETS,70,9188740,UBME2,72,24,11,3,3.6,2732
273415040,STEPAN GEYTS,70,8308939,UIUM,75,15,4,11,6.3,2251
273418850,ANYUY,70,9219460,UBQQ7,85,15,7,9,3.7,3088
273433450,CHAMPION,30,9184627,UBUR6,33,25,9,5,7,602
273443750,POLARIS,30,9115640,UBZR7,25,32,3,7,5,572
273444660,DIONYS,30,8504583,UCUS,10,48,6,5,7,602
273610600,VLADIMIR NIKORA,30,9935856,UBEX8,19,52,13,1,4.6,1105
273613810,VLADIMIR SHILKOV,90,9350082,UBMX6,148,21,13,15,5.6,16210
273614950,ICE OCEAN,90,9128764,UBKY4,75,19,6,10,5.2,2565
273615300,ROCKALL,30,9182320,SSD,53,15,6,7,6.5,971
273615650,FESCO TATARSTAN,70,9339105,UBIY3,98,31,13,7,6.4,7209
273898000,MYS CHUPROVA,30,9053335,UAEZ,19,45,6,7,7.7,809
300000000,ZIM MOUNT DENALI,90,0,VRUY2,111,255,21,30,4.5,169408
303189000,SSG CARTER,79,9215696,WECM,213,44,21,11,8.8,58653
303340000,PRESIDENT CLEVELAND,70,9526502,WCEU,228,72,9,31,12.2,93294
303352000,PRESIDENT EISENHOWER,79,9295220,KPES,226,73,21,21,11.8,92364
303656000,ALASKAN LEGEND,89,9271432,WDD2074,241,46,31,19,9.2,81684
303821000,US GOV VESSEL  -----,90,0,NNPR---,20,54,6,3,0,1251
303845000,POMEROY,70,9232242,NHRD,227,227,227,227,9.3,323340
304080796,ANNEMIEKE,79,9147681,V2EM,19,133,10,10,6.3,11794
304081008,GRIETJE,79,9147708,V2LN,20,132,11,11,7.3,11794
304081024,ANNEGRET,79,9147710,V2LL,20,132,0,21,6.5,11794
304094000,BBC RUSSIA,70,9700392,V2GU8,133,14,16,7,8.2,10668
304439000,BBC RAISE,70,9538880,V2HN5,145,16,22,3,7,14015
304443000,MARMUNA,70,9217163,V2OI4,130,13,14,5,7.5,9820
304724000,MELISSA,70,9312169,V2OV5,125,13,12,9,7.7,8826
304824000,BBC SEBASTOPOL,70,9812004,V2HO3,132,15,6,17,6.4,10668
304831000,BBC KHERSON,70,9812016,V2HO4,133,14,7,16,6.2,10668
304948000,BBC RIO,70,9430222,V2HO8,144,18,15,10,7.6,14278
304994000,BBC DESTINY,70,9347839,V2CD7,112,8,12,8,7.3,5803
305034000,BBC DIRECTION,70,9347853,V2CL3,109,11,16,4,6.8,5803
305066000,PIA,70,9384318,V2CP3,122,17,18,3,6.6,9019
305086000,JANNE SCAN,70,9428774,V2CR5,96,20,6,12,6.1,5242
305126000,LANTAU BAY,70,9383596,V2CW5,116,27,17,6,7.3,9820
305152000,BBC DOLPHIN,70,9360192,V2CZ2,108,12,9,11,5.9,5803
305160000,BBC VERMONT,70,9357236,V2DB5,123,16,15,6,7,9019
305177000,CALIFORNIA,70,9402055,V2DD6,110,30,8,13,7.1,9215
305222000,GWEN,70,9402067,V2DI3,138,15,21,4,6.3,12028
305302000,BBC AUSTRIA,70,9433327,V2DQ3,106,14,18,2,6.7,5803
305459000,BBC MARYLAND,71,9433298,V2EK4,119,19,11,10,7,8826
305460000,BBC MICHIGAN,70,9501241,V2EK5,124,14,7,14,6.5,8826
305462000,BBC OREGON,70,9501265,V2EK7,125,15,11,10,7.1,9215
305463000,BBC VIRGINIA,71,9501277,V2EK8,129,9,15,6,6.9,8826
305469000,ALANIS,79,9468085,V2EL6,124,14,11,10,6.3,8826
305470000,ANNIE,70,9468097,V2EL7,121,17,11,10,6.5,8826
305472000,BBC EDGE,70,9407598,V2EL9,128,11,13,7,5.8,9019
305523000,MEDITERRANEAN SEA,70,9451006,V2ER2,27,156,14,18,8.5,20582
305533000,HILKE,70,9501875,V2ES2,22,111,4,19,7.1,7901
305537000,BBC MAGELLAN,70,9569528,V2ES6,99,16,3,13,4.2,5107
305538000,CALANDRA,71,9445887,V2QC6,174,38,15,18,8.8,32923
305545000,HHL VENICE,70,9418987,V2ET4,146,20,20,3,7.7,15362
305546000,BBC NAPLES,79,9484223,V2ET5,119,13,11,5,7,7724
305558000,ARABIAN SEA,70,9483786,V2EU6,27,156,14,18,8.8,20582
305561000,BBC EMSLAND,79,9511648,V2QD7,135,10,11,7,5.3,10238
305590000,BBC SEINE,79,9508380,V2EX6,128,15,17,6,6.7,9820
305621000,AMOENITAS,70,9505510,V2FB4,20,114,11,12,6.3,8080
305630000,BBC ELISABETH,70,9593660,V2HL2,144,17,18,9,7.5,14015
305679000,JOSEF,70,9467005,V2FH8,122,16,15,6,6.7,8826
305717000,BBC AMBER,70,9563706,V2FL8,14,140,16,8,7.6,12266
305719000,BBC AQUAMARINE,70,9504736,V2FM2,17,137,12,12,7.5,12266
305784000,BF  TIGER,74,9303792,V2HL7,175,47,15,15,10.9,37805
305792000,BBC MONT BLANC,70,9508433,V2FT6,110,15,10,12,6.1,6559
305803000,BBC UKRAINE,70,9811983,V2HM2,132,15,6,17,7.1,10668
305806000,BBC MANILA,70,9811995,V2HM3,132,15,6,17,6.7,10668
305825000,BBC NYHAVN,70,9559896,V2FW6,119,13,10,6,7.1,7724
305854000,BBC CITRINE,70,9504748,V2FY7,12,141,9,14,7,12028
305857000,BBC EMERALD,70,9504750,V2FZ2,14,140,12,12,6.3,12266
305864000,BBC RUSHMORE,70,9508469,V2GB3,114,11,16,6,6.1,6559
305977000,MCC SHENZHEN,71,9634696,V2GK7,154,18,21,6,9.4,17089
308015000,MOL CHARISMA,71,9321249,C6WN8,227,89,31,15,13.7,109031
308234000,MYRIAD,73,9344186,C6VG9,109,6,18,1,6.6,5107
308592000,ALTO ACRUX,81,9343106,C6WG2,225,63,35,14,9.4,82540
308599000,TALIA,70,9311854,C6VJ6,60,140,13,19,9.2,26867
308726000,PLATINUM RAY,70,9210438,C6RC2,39,161,10,22,9.5,26867
308808000,LAPIS ARROW,70,9361809,C6VH5,22,154,14,17,9.2,18309
308921000,TAIPAN,70,9311866,C6VF2,45,155,26,6,9.3,26867
309046000,MOL CREATION,71,9321237,C6WD9,227,89,23,23,10.8,109031
309761000,CANELO ARROW,70,9107318,C6OM8,138,51,22,9,7,22673
309847000,TARIFA,70,9327748,C6VT6,45,155,21,11,8.7,26867
309901000,MOL CELEBRATION,74,9321251,C6WW7,227,89,31,15,12.9,109031
309996000,WEAVER ARROW,79,9151826,C6PG5,170,30,16,17,7.2,26867
310000000,noname,90,0,0,0,0,0,0,0,0
310597000,METHANE BECKI ANNE,83,9516129,ZCEC2,234,57,25,20,11.2,85147
310644000,GASLOG SHANGHAI,81,9600528,ZCEH4,231,54,11,32,10.9,79988
310721000,LNG LAGOS II,84,9692014,ZCEQ7,235,64,42,4,9.5,92364
310732000,GASLOG GREECE,81,9687019,ZCER6,230,60,23,22,9.3,84272
310773000,GASLOG HONGKONG,81,9748904,ZCEV8,230,60,34,12,9.3,84272
310817000,GASLOG WELLINGTON,80,9876660,ZCHB4,235,62,25,22,9.7,90523
311000000,AAAAA,80,9000000,AA,0,0,0,0,0,0
311000101,RCC ANTWERP,70,9441623,C6AO2,30,170,1,31,9.9,26867
311000103,RCC AMSTERDAM,70,9660798,C6AO4,30,170,2,30,9.5,26867
311000193,TANCHOU ARROW,79,9567740,C6AY5,180,30,16,20,7.2,31999
311000227,ASIA INTEGRITY,81,9680188,C6BC8,225,60,29,15,9.1,79988
311000247,SEAPEAK OAK,89,9681699,C6BF4,231,64,27,19,9.8,88707
311000259,AFRICAN HARRIER,70,9700794,C6BG8,154,26,10,20,6,19586
311000321,HELIOS RAY,70,9690547,C6BO7,33,167,10,26,9.9,26867
311000322,HYPERION RAY,70,9690559,C6BO8,33,167,10,26,9.9,26867
311000342,AFRICAN RAPTOR,70,9727405,C6BR4,171,29,11,21,8,26867
311000362,AFRICAN_WEAVER,70,972849700,C6BT8,153,27,19,11,6.8,19586
311000375,COPERNICUS,80,9706516,C6BV4,184,42,16,20,7.9,39885
311000390,CARAVELLE,80,9722807,C6BX3,187,38,14,22,8.6,39358
311000392,COMMANDER,80,9734692,C6BX5,185,40,13,23,7.7,39358
311000430,RAVEN ARROW,70,9574858,C6CC2,181,29,15,21,10.3,31999
311000458,GLOVIS SIGMA,70,9736810,C6CF6,33,167,10,26,9.5,26867
311000459,GLOVIS STAR,70,9736808,C6CF7,33,167,10,26,10.1,26867
311000548,EDUARD TOLL,89,9750696,C6CR2,220,79,27,23,10.6,92364
311000685,MORNING CAROL,70,9336086,C6DI6,43,157,31,1,9.6,26867
311000705,MORNING CELESTA,70,9336062,C6DK7,48,152,29,3,9.2,26867
311000780,ESTIMA,70,9808041,C6DT7,118,24,14,9,8.1,9616
311000921,CMA CGM HYDRA,90,9356309,C6EK6,259,88,15,30,14.9,144371
311000922,CMA CGM MUSCA,71,9356311,C6EK7,259,89,23,23,15.1,145622
311000923,CMA CGM MARCO POLO,71,9454436,C6EK8,160,236,19,35,11.8,214574
311001022,VECCO,70,9696852,C6EW7,158,22,10,20,10.4,19586
311001030,ZEUS,80,9886378,C6EX7,229,45,29,19,8.8,71079
311001134,AETOS,70,9527960,C6FK8,159,26,23,8,6.7,21264
311001244,SUNNY PHOENIX,70,9227027,C6GG9,192,68,7,25,8.4,60731
311002800,SERENITY ACE,70,9391579,C6WY5,44,156,24,8,8.2,26867
311003100,RCC EUROPE,70,9391593,C6WY7,50,150,23,9,9.1,26867
311003200,RCC ASIA,70,9391581,C6WY8,40,160,22,10,8.4,26867
311003500,RCC TIANJIN,70,9361835,C6XA4,25,152,16,16,9,18623
311003600,RCC SHANGHAI,70,9361823,C6XA5,16,160,16,16,8.7,18309
311008600,VIOLET ACE,70,9395630,C6XG3,43,146,16,16,8,22673
311018800,CORELLA ARROW,70,9385477,C6XQ2,195,30,14,18,10.9,39358
311032500,MACURU ARROW,70,9443918,C6YH3,195,30,14,18,7.4,39358
311039000,CRYSTAL RAY,79,9210440,C6RI2,39,161,16,16,9,26867
311040600,HORIZON RAY,70,9441520,C6YO9,30,170,2,30,9.5,26867
311048300,RCC PRESTIGE,70,9455715,C6YX4,21,147,4,24,8.7,15924
311054400,GLOVIS CLIPPER,70,9441582,C6ZE8,30,170,2,30,9.7,26867
311072300,RCC CLASSIC,70,9441609,C6ZY7,30,170,2,30,9.1,26867
311072400,RCC COMPASS,70,9441611,C6ZY8,30,170,2,30,9.6,26867
311594000,RCC AFRICA,78,9277814,C6TD3,48,152,18,14,9.1,26867
311595000,RCC AMERICA,70,9277802,C6TD4,50,150,20,12,8.6,26867
311655000,MARVEL,70,9296456,C6TI4,105,10,12,6,4.9,5107
311695000,AMBER ARROW,70,9277826,C6TM3,48,152,22,10,8.1,26867
311697000,MORNING CALM,70,9285615,C6TM5,47,152,21,11,8.8,26466
311698000,MORNING CROWN,70,9285641,C6TM6,49,151,23,9,8.9,26867
311703000,MAGNA,70,9296468,C6TN2,104,10,18,1,5.6,4975
311919000,JASPER ARROW,70,9267912,C6UH9,49,150,23,9,9,26466
311921000,MORNING COURIER,70,9285639,C6UI2,48,152,22,10,9.6,26867
311922000,MORNING CHAMPION,70,9285627,C6UI3,50,150,22,10,9,26867
311934000,MUSE,70,9296470,C6UJ3,98,17,11,7,6.4,5107
311935000,RENOWN,71,9301110,C6UJ4,126,14,17,6,8.5,9215
312001000,XI HE,70,9165061,V3BL2,69,14,7,5,5.3,1766
312002000,HIROAN,70,9250347,V3EK3,65,10,3,9,4.5,1303
312009000,EVER BLOSSOM,70,9541071,V3WH6,81,15,8,7,4.1,2732
312014000,JIAN RUI 17,70,8660052,V3MH3,81,19,11,5,3.7,3088
312016000,RISUN 9,70,9223734,V3MM4,78,8,4,9,5.5,1964
312040000,XINHAI98,70,8657574,V3QX8,80,17,8,8,3.6,2819
312042000,DS FLOURISH,70,9509085,V3VA3,90,14,13,4,6.1,3777
312045000,HIROI,70,9140164,V3ZQ,60,16,6,6,3.5,1355
312047000,VASILIY SHUKSHIN,78,9057288,V3VP,75,14,7,6,4.2,2177
312048000,HUI AN,70,9167722,V3MA3,74,14,4,9,3.2,2104
312095000,SEA CREDIT                    ,70,8408600,V3UI   ,50,21,3,9,4.1,1105
312096000,PROSPERITY OCEAN,70,9124859,V3EI3,68,17,3,10,4,1896
312118000,HONG SHENG 99,70,8693073,V3ZW3,83,17,9,7,6.3,3088
312121000,AN LAN,70,9414644,V3LV,74,7,10,3,3.4,1641
312125000,MING JIANG,70,9154646,V3LP,68,7,5,7,4.8,1303
312128000,GALAXY SKY,70,9585584,V3MP,93,17,14,5,5.5,4470
312132000,RISUN5,70,8669644,V3NC,59,12,3,9,5.2,1105
312143000,LI DA 166,70,8660947,V3TL7,80,17,7,9,3.4,2819
312144000,HONGTAI,70,8604498,V3SJ5,59,14,3,9,4.5,1201
312151000,MV TONG SHENG,70,9291925,V3NZ5,64,15,4,10,4.7,1522
312161000,CHANG SHENG,70,9104653,V3PK,66,20,5,8,5.3,1964
312174000,HENG HE,70,8948997,V3ZX,50,26,6,6,4,1355
312179000,XI HUA,70,8998370,V3NH2,62,13,9,3,3.5,1303
312185000,HIROYUKI,70,8926327,V3AF2,61,15,7,5,3.8,1355
312200000,NEW SAILING 5,70,9154622,V3ZK3,61,14,5,7,4.3,1303
312216000,HONGYUN BAOYUE,70,9419876,V3MV3,65,16,6,8,6.2,1641
312221000,JIN DONG 6,70,8585769,V3LF2,70,27,7,9,6.1,2819
312235000,XIN HAI 18,70,8660040,V3TC8,80,17,10,6,5.2,2819
312236000,XI YUAN,70,9147021,V3LE,62,17,3,10,6.4,1522
312237000,EAST   SAIL,70,9357042,V3DJ2,70,17,6,6,5,2033
312239000,HONG YANG 19,70,9895147,V3HT,78,20,10,6,4.5,2907
312243000,HENGYAO 88,52,8967369,V3GA,7,31,2,7,4,174
312245000,CAMEL ACE                     ,70,8118736,V3WR7  ,82,24,4,12,7.2,3999
312270000,RUI YANG,70,8999881,V3ZC,82,16,12,3,5,2907
312278000,HONG YANG 18,70,9895135,V3HD,78,20,6,10,3.9,2907
312282000,GUANG XING,70,9363211,V3CG3,68,12,10,4,5.6,1581
312285000,XIN HAI 588,70,9393034,V3WF6,82,17,8,8,6.2,2996
312291000,HIROYOU,70,9542219,V3HM,70,15,8,5,4.6,1896
312305000,PU ZE,70,9168362,V3YX4,60,16,6,7,5,1355
312307000,MING YUAN,70,8923832,V3LH2,50,25,5,7,4.9,1303
312323000,YING XIN,70,8997340,V3HU2,60,15,6,6,5.6,1303
312327000,TEMIT,70,9374947,V3VL4,65,14,11,3,5.4,1522
312331000,CLIVIA,70,8668509,V3WN5,77,22,8,7,6.1,2996
312336000,HIROTO,70,9154634,V3AE,68,14,6,7,4.3,1703
312340000,QING RU,70,9402897,V3LZ3,67,13,12,2,3.4,1581
312362000,ALLIANCE NO.3,70,8923870,V3EW2,60,15,6,6,5.2,1303
312376000,ORIENTAL DRAGON,70,9085091,V3ZP2,60,15,4,8,4.2,1303
312378000,UNIWISDOM,70,9188673,V3TS3,99,16,5,15,4.8,5107
312379000,GLORIOUS OCEAN,70,9145906,V3DN2,60,15,6,6,3.2,1303
312381000,TIAN PENG,70,9546265,V3UL8,80,18,5,10,4.1,2907
