scenario_id,tau_clear_s,psi_clear_deg,distance_at_t0_m,status,entered_hazard,n_entries,n_exits
INT_440127670_413383270_20240708_0736,154.400,20.605,51.393,cleared_after_entry,1,1,1
INT_440008040_636015465_20240708_0954,10.800,0.052,20.304,cleared_after_entry,1,1,1
INT_440118750_636015465_20240708_1018,65.800,4.680,20.304,cleared_after_entry,1,1,1
INT_440155260_440020220_20240708_1443,37.200,15.296,12.298,cleared_after_entry,1,1,1
INT_440118750_356893000_20240708_1905,124.200,15.354,49.490,cleared_after_entry,1,1,1
INT_440132580_210824000_20240708_2109,101.000,13.847,19.500,cleared_after_entry,1,1,1
INT_440127670_355722000_20240709_0725,78.600,6.446,45.541,cleared_after_entry,1,1,1
INT_352003392_440145960_20240709_1220,10.200,0.270,12.298,cleared_after_entry,1,1,1
INT_440313260_440154990_20240709_1214,13.200,0.863,13.200,cleared_after_entry,1,1,1
INT_440005000_440151000_20240709_1515,147.200,21.992,33.170,cleared_after_entry,1,1,1
INT_440184720_440151000_20240709_1515,147.200,21.992,33.170,cleared_after_entry,1,1,1
INT_440008040_477624100_20240709_1746,65.200,8.598,112.722,cleared_after_entry,1,1,1
INT_440008040_215230000_20240709_1751,47.800,4.881,77.989,cleared_after_entry,1,1,1
INT_440184720_636015779_20240709_1828,121.800,14.939,25.928,cleared_after_entry,1,1,1
INT_440700180_636015779_20240709_1830,106.400,12.290,25.928,cleared_after_entry,1,1,1
INT_440008040_210824000_20240709_2136,0.000,0.000,19.500,never_entered,0,0,0
INT_440008040_636015181_20240709_2221,43.000,5.149,70.216,cleared_after_entry,1,1,1
INT_440016540_636015181_20240709_2235,87.600,10.628,70.216,cleared_after_entry,1,1,1
INT_440118750_305523000_20240709_2245,0.000,0.000,57.622,never_entered,0,0,0
INT_373493000_370206000_20240709_2322,133.400,16.949,34.946,cleared_after_entry,1,1,1
INT_440313260_255806448_20240710_0410,0.000,0.000,71.185,never_entered,0,0,0
INT_440335980_636022007_20240710_0517,0.000,0.000,85.739,never_entered,0,0,0
INT_440700180_563159100_20240710_0602,90.200,8.126,20.809,cleared_after_entry,1,1,1
INT_373493000_563159100_20240710_0600,109.000,10.944,20.809,cleared_after_entry,1,1,1
INT_440008040_352001660_20240710_0644,17.400,0.514,29.547,cleared_after_entry,1,1,1
INT_440184720_440151000_20240710_0810,0.000,0.000,33.170,never_entered,0,0,0
INT_440008040_440151000_20240710_0812,0.000,0.000,33.170,never_entered,0,0,0
INT_440008040_356984000_20240710_0850,94.400,11.905,123.525,cleared_after_entry,1,1,1
INT_440008040_414334000_20240710_0856,43.400,5.440,73.125,cleared_after_entry,1,1,1
INT_440313260_414334000_20240710_0910,0.000,0.000,73.125,never_entered,0,0,0
INT_440008040_256143000_20240710_0954,11.800,0.086,22.277,cleared_after_entry,1,1,1
INT_440118750_256143000_20240710_1011,100.800,11.335,22.277,cleared_after_entry,1,1,1
INT_373493000_256143000_20240710_1010,112.400,13.319,22.277,cleared_after_entry,1,1,1
INT_440008040_563159100_20240710_1255,0.000,0.000,20.809,never_entered,0,0,0
INT_352003392_440013330_20240710_1310,44.400,13.669,12.298,cleared_after_entry,1,1,1
INT_440313260_356575000_20240710_1345,0.000,0.000,97.140,never_entered,0,0,0
INT_440155260_356575000_20240710_1345,0.000,0.000,97.140,never_entered,0,0,0
INT_440700180_353059000_20240710_1540,68.600,5.057,30.871,cleared_after_entry,1,1,1
INT_440132580_636018223_20240710_1630,145.000,18.967,51.703,cleared_after_entry,1,1,1
INT_440118750_636018223_20240710_1631,144.800,18.932,51.703,cleared_after_entry,1,1,1
INT_440184720_255806072_20240710_2014,63.400,5.223,28.844,cleared_after_entry,1,1,1
INT_440118750_636018529_20240710_2025,138.600,17.853,29.415,cleared_after_entry,1,1,1
INT_440008040_477738600_20240711_0015,0.000,0.000,85.165,never_entered,0,0,0
INT_440700180_374431000_20240711_0026,0.000,0.000,26.077,never_entered,0,0,0
INT_440008040_538003648_20240711_0139,45.600,4.292,93.474,cleared_after_entry,1,1,1
INT_440700180_565156000_20240711_0212,,,43.832,entered_no_clear,1,1,0
INT_440008040_636020701_20240711_0444,23.800,0.662,27.459,cleared_after_entry,1,1,1
INT_440184720_636020701_20240711_0505,128.400,13.924,27.459,cleared_after_entry,1,1,1
INT_440700180_352029885_20240711_0517,154.000,17.910,46.650,cleared_after_entry,1,1,1
INT_440118750_351664000_20240711_0628,69.000,6.091,22.743,cleared_after_entry,1,1,1
INT_440700180_440655000_20240711_0705,163.400,19.381,48.384,cleared_after_entry,1,1,1
INT_352003392_636018262_20240711_0815,0.000,0.000,84.965,never_entered,0,0,0
INT_440016540_636018262_20240711_0816,0.000,0.000,84.965,never_entered,0,0,0
INT_440008040_311703000_20240711_0824,0.000,0.000,18.601,never_entered,0,0,0
INT_440008040_215992000_20240711_0906,76.200,9.405,112.900,cleared_after_entry,1,1,1
INT_440008040_636018223_20240711_1229,0.000,0.000,51.703,never_entered,0,0,0
INT_440127410_636093094_20240711_1756,51.200,4.962,84.067,cleared_after_entry,1,1,1
INT_440127410_477681800_20240711_1900,16.200,0.314,31.780,cleared_after_entry,1,1,1
INT_440118750_477681800_20240711_1930,130.800,14.296,31.780,cleared_after_entry,1,1,1
INT_440184720_215167000_20240712_0009,0.000,0.000,76.158,never_entered,0,0,0
INT_440018500_538006111_20240712_0200,0.000,0.000,86.127,never_entered,0,0,0
INT_352003392_538006111_20240712_0200,0.000,0.000,86.127,never_entered,0,0,0
INT_440113610_636019982_20240712_0632,0.000,0.000,102.812,never_entered,0,0,0
INT_440127410_563156800_20240712_0721,20.000,0.489,21.633,cleared_after_entry,1,1,1
INT_440112210_636093158_20240712_0925,0.000,0.000,100.296,never_entered,0,0,0
INT_440127410_636092984_20240712_1022,17.000,0.305,25.928,cleared_after_entry,1,1,1
INT_440127410_566908000_20240712_1328,28.800,1.165,29.415,cleared_after_entry,1,1,1
INT_440335980_636021366_20240712_1421,0.000,0.000,104.064,never_entered,0,0,0
INT_440005000_636021366_20240712_1421,0.000,0.000,104.064,never_entered,0,0,0
INT_440005000_440193090_20240712_1455,54.000,12.587,17.088,cleared_after_entry,1,1,1
INT_440113610_564264000_20240712_1814,0.000,0.000,57.585,never_entered,0,0,0
INT_440118750_563098400_20240712_2008,159.800,18.817,43.832,cleared_after_entry,1,1,1
INT_373493000_538009631_20240712_2322,79.000,7.694,21.401,cleared_after_entry,1,1,1
INT_440118750_353201000_20240713_0440,177.800,21.640,47.434,cleared_after_entry,1,1,1
INT_440700180_312047000_20240713_0720,31.000,1.941,20.616,cleared_after_entry,1,1,1
INT_440184720_477947700_20240713_1105,155.200,20.745,76.041,cleared_after_entry,1,1,1
INT_440104800_477947700_20240713_1105,0.000,0.000,76.041,never_entered,0,0,0
INT_373493000_354646000_20240713_1116,159.000,24.261,48.541,cleared_after_entry,1,1,1
INT_440702880_477625400_20240713_1319,0.000,0.000,113.128,never_entered,0,0,0
INT_440313260_477625400_20240713_1319,0.000,0.000,113.128,never_entered,0,0,0
INT_440051510_563161200_20240713_1720,0.000,0.000,103.394,never_entered,0,0,0
INT_373493000_440197410_20240713_1738,38.000,9.721,12.298,cleared_after_entry,1,1,1
INT_440051510_440139410_20240713_1800,0.000,0.000,14.478,never_entered,0,0,0
INT_373493000_441934000_20240713_1825,124.000,13.244,20.524,cleared_after_entry,1,1,1
INT_440083810_440010020_20240713_1855,14.200,0.581,12.828,cleared_after_entry,1,1,1
INT_440700180_538009457_20240713_2338,0.000,0.000,41.813,never_entered,0,0,0
INT_373493000_311703000_20240714_0100,0.000,0.000,18.601,never_entered,0,0,0
INT_440104800_636013693_20240714_0610,0.000,0.000,96.655,never_entered,0,0,0
INT_440412320_636013693_20240714_0611,0.000,0.000,96.655,never_entered,0,0,0
INT_440184720_367711140_20240714_0746,177.600,24.656,42.048,cleared_after_entry,1,1,1
INT_373493000_367711140_20240714_0750,,,42.048,entered_no_clear,1,1,0
INT_440118750_538005895_20240714_0800,0.000,0.000,41.437,never_entered,0,0,0
INT_440118750_538009273_20240714_0910,99.800,9.553,21.401,cleared_after_entry,1,1,1
INT_440127410_477836900_20240714_1243,56.800,6.174,102.231,cleared_after_entry,1,1,1
INT_440104800_440279000_20240714_1935,0.000,0.000,25.894,never_entered,0,0,0
INT_440016540_440279000_20240714_1935,0.000,0.000,25.894,never_entered,0,0,0
INT_440702880_219038000_20240714_2215,0.000,0.000,123.525,never_entered,0,0,0
INT_440018500_219038000_20240714_2216,0.000,0.000,123.525,never_entered,0,0,0
INT_440005000_477764600_20240714_2225,0.000,0.000,112.722,never_entered,0,0,0
INT_373493000_636020440_20240714_2343,141.400,18.340,62.500,cleared_after_entry,1,1,1
INT_440335980_218774000_20240714_2347,0.000,0.000,112.722,never_entered,0,0,0
INT_352003392_563150100_20240715_0709,,,78.021,entered_no_clear,1,1,0
INT_440127410_636021597_20240715_1539,16.800,0.244,29.703,cleared_after_entry,1,1,1
INT_440127410_373004000_20240715_1611,0.000,0.000,112.722,never_entered,0,0,0
INT_440075240_211112000_20240715_1705,0.000,0.000,104.064,never_entered,0,0,0
INT_440018500_211112000_20240715_1705,0.000,0.000,104.064,never_entered,0,0,0
INT_440016540_563127500_20240715_1822,162.600,22.036,63.405,cleared_after_entry,1,1,1
INT_440700180_441973000_20240716_0324,82.200,6.961,20.524,cleared_after_entry,1,1,1
INT_440132580_440141000_20240716_0627,160.800,24.607,33.772,cleared_after_entry,1,1,1
INT_440008040_413218000_20240716_0710,7.800,0.012,16.279,cleared_after_entry,1,1,1
INT_440008040_636021108_20240716_0951,31.000,2.529,56.765,cleared_after_entry,1,1,1
INT_440008040_441401000_20240716_1018,0.000,0.000,81.873,never_entered,0,0,0
INT_440313260_367578740_20240716_1133,0.000,0.000,85.836,never_entered,0,0,0
INT_440008040_351465000_20240716_1159,33.600,2.850,58.822,cleared_after_entry,1,1,1
INT_440184720_351465000_20240716_1220,179.400,24.971,58.822,cleared_after_entry,1,1,1
INT_440700180_636020440_20240716_1823,0.000,0.000,62.500,never_entered,0,0,0
INT_373493000_636020440_20240716_1825,0.000,0.000,62.500,never_entered,0,0,0
INT_440184720_413383270_20240716_2012,134.400,17.123,51.393,cleared_after_entry,1,1,1
INT_373493000_413383270_20240716_2010,141.600,18.375,51.393,cleared_after_entry,1,1,1
INT_440909000_440716000_20240716_2245,0.000,0.000,49.490,never_entered,0,0,0
INT_440127410_413218000_20240716_2322,10.000,0.040,16.279,cleared_after_entry,1,1,1
INT_440127410_370206000_20240717_0033,18.200,0.686,34.946,cleared_after_entry,1,1,1
INT_440005000_440761000_20240717_0101,0.000,0.000,75.068,never_entered,0,0,0
INT_440184720_440761000_20240717_0101,0.000,0.000,75.068,never_entered,0,0,0
INT_440909000_352153000_20240717_0255,125.800,15.631,51.393,cleared_after_entry,1,1,1
INT_440700180_352153000_20240717_0255,132.000,16.706,51.393,cleared_after_entry,1,1,1
INT_440909000_352058000_20240717_0435,110.000,12.906,24.413,cleared_after_entry,1,1,1
INT_440700180_538008691_20240717_0455,129.000,14.017,26.912,cleared_after_entry,1,1,1
INT_440909000_273298570_20240717_0709,0.000,0.000,31.579,never_entered,0,0,0
INT_373493000_563178400_20240717_1618,142.000,18.444,43.081,cleared_after_entry,1,1,1
INT_440016540_440022000_20240717_1925,90.400,11.153,25.239,cleared_after_entry,1,1,1
INT_440700180_413334630_20240717_2309,86.200,8.879,17.692,cleared_after_entry,1,1,1
INT_440909000_413334630_20240717_2312,85.000,8.680,17.692,cleared_after_entry,1,1,1
INT_440008040_273298570_20240718_0044,38.800,2.033,31.579,cleared_after_entry,1,1,1
INT_440008040_440010110_20240718_0217,12.600,0.425,13.147,cleared_after_entry,1,1,1
INT_440008040_311703000_20240718_0219,25.400,0.779,18.601,cleared_after_entry,1,1,1
INT_440005000_538005521_20240718_0533,148.800,17.097,62.936,cleared_after_entry,1,1,1
INT_352003392_440086000_20240718_0552,121.200,17.004,33.661,cleared_after_entry,1,1,1
INT_440083810_440022000_20240718_0620,0.000,0.000,25.239,never_entered,0,0,0
INT_440127410_440022000_20240718_0620,0.000,0.000,25.239,never_entered,0,0,0
INT_440127410_229685000_20240718_0711,65.400,7.277,113.071,cleared_after_entry,1,1,1
INT_440184720_209716000_20240718_1657,0.000,0.000,81.873,never_entered,0,0,0
INT_440700180_538005521_20240718_1935,0.000,0.000,62.936,never_entered,0,0,0
INT_373493000_374431000_20240718_2325,98.200,9.313,26.077,cleared_after_entry,1,1,1
INT_352003392_636015181_20240719_0522,120.600,16.889,70.216,cleared_after_entry,1,1,1
INT_440909000_356367000_20240719_0545,148.600,19.594,43.832,cleared_after_entry,1,1,1
INT_440700180_356367000_20240719_0547,144.200,18.827,43.832,cleared_after_entry,1,1,1
INT_440184720_372800000_20240719_0814,0.000,0.000,53.919,never_entered,0,0,0
INT_440008040_566673000_20240719_1737,77.400,9.342,103.443,cleared_after_entry,1,1,1
INT_440008040_538009631_20240719_1848,16.000,0.277,21.401,cleared_after_entry,1,1,1
INT_373493000_538009631_20240719_1914,0.000,0.000,21.401,never_entered,0,0,0
INT_440008040_352001660_20240719_2005,77.000,7.369,29.547,cleared_after_entry,1,1,1
INT_440008040_220397000_20240719_2249,77.200,8.020,109.340,cleared_after_entry,1,1,1
INT_440008040_636015181_20240719_2345,0.000,0.000,70.216,never_entered,0,0,0
INT_440127410_636017726_20240720_0036,0.000,0.000,123.359,never_entered,0,0,0
INT_440127410_636018223_20240720_0059,37.400,3.144,51.703,cleared_after_entry,1,1,1
INT_440127410_372800000_20240720_0226,32.000,1.875,53.919,cleared_after_entry,1,1,1
INT_440008040_255806340_20240720_0348,64.400,8.412,113.071,cleared_after_entry,1,1,1
INT_440018500_255806340_20240720_0415,0.000,0.000,113.071,never_entered,0,0,0
INT_440127410_255806340_20240720_0414,64.400,8.412,113.071,cleared_after_entry,1,1,1
INT_440155260_369339000_20240720_0425,0.000,0.000,80.362,never_entered,0,0,0
INT_440083810_369339000_20240720_0425,0.000,0.000,80.362,never_entered,0,0,0
INT_440127410_563147400_20240720_0511,11.000,0.064,21.360,cleared_after_entry,1,1,1
INT_440909000_440323340_20240720_0541,47.400,13.405,13.601,cleared_after_entry,1,1,1
INT_440008040_440323340_20240720_0542,0.000,0.000,13.601,never_entered,0,0,0
INT_440008040_563156800_20240720_0841,11.000,0.083,21.633,cleared_after_entry,1,1,1
INT_440008040_441934000_20240720_0842,12.200,0.094,20.524,cleared_after_entry,1,1,1
INT_373493000_441934000_20240720_0903,60.200,3.948,20.524,cleared_after_entry,1,1,1
INT_440909000_563156800_20240720_0906,130.800,16.498,21.633,cleared_after_entry,1,1,1
INT_440184720_477745800_20240720_1538,149.400,17.191,51.091,cleared_after_entry,1,1,1
INT_440700180_311655000_20240720_1805,92.000,9.847,18.310,cleared_after_entry,1,1,1
INT_440700180_413497770_20240720_1913,105.800,14.065,20.524,cleared_after_entry,1,1,1
INT_440184720_413497770_20240720_1913,93.400,11.717,20.524,cleared_after_entry,1,1,1
INT_440184720_257864000_20240721_0455,161.200,21.792,63.089,cleared_after_entry,1,1,1
INT_440104800_257864000_20240721_0455,0.000,0.000,63.089,never_entered,0,0,0
INT_373493000_441387000_20240721_0702,125.600,15.596,34.355,cleared_after_entry,1,1,1
INT_440909000_338459000_20240721_0730,137.400,17.644,44.598,cleared_after_entry,1,1,1
INT_352003392_215240000_20240721_1520,0.000,0.000,80.915,never_entered,0,0,0
INT_440005000_440151000_20240721_1605,119.800,16.736,33.170,cleared_after_entry,1,1,1
INT_440127410_257864000_20240721_1830,0.000,0.000,63.089,never_entered,0,0,0
INT_440700180_441772000_20240721_1914,100.200,9.613,21.024,cleared_after_entry,1,1,1
INT_440127410_636020456_20240721_1957,58.600,6.504,103.103,cleared_after_entry,1,1,1
INT_440127410_538009457_20240721_2001,22.600,1.431,41.813,cleared_after_entry,1,1,1
INT_440127410_477947700_20240721_2045,43.800,4.536,76.041,cleared_after_entry,1,1,1
INT_440112210_477947700_20240721_2110,0.000,0.000,76.041,never_entered,0,0,0
INT_440184720_477947700_20240721_2110,134.400,17.123,76.041,cleared_after_entry,1,1,1
INT_352003392_215561000_20240721_2325,0.000,0.000,77.989,never_entered,0,0,0
INT_440127410_441772000_20240721_2345,12.600,0.131,21.024,cleared_after_entry,1,1,1
INT_440127410_441567000_20240722_0004,18.000,0.528,34.004,cleared_after_entry,1,1,1
INT_440412320_636020600_20240722_0029,0.000,0.000,124.193,never_entered,0,0,0
INT_440155260_636020600_20240722_0030,0.000,0.000,124.193,never_entered,0,0,0
INT_440008040_357939000_20240722_0240,48.800,5.065,81.873,cleared_after_entry,1,1,1
INT_440113610_357939000_20240722_0305,0.000,0.000,81.873,never_entered,0,0,0
INT_440008040_215240000_20240722_0651,0.000,0.000,80.915,never_entered,0,0,0
INT_440008040_538009273_20240722_0712,17.400,0.271,21.401,cleared_after_entry,1,1,1
INT_373493000_538009273_20240722_0734,104.400,10.246,21.401,cleared_after_entry,1,1,1
INT_440700180_352002269_20240722_0757,87.800,9.145,23.585,cleared_after_entry,1,1,1
INT_440008040_440151000_20240722_1313,0.000,0.000,33.170,never_entered,0,0,0
INT_440112210_371752000_20240722_1425,0.000,0.000,84.067,never_entered,0,0,0
INT_440008040_441736000_20240722_1502,50.400,5.436,84.825,cleared_after_entry,1,1,1
INT_440184720_441736000_20240722_1524,0.000,0.000,84.825,never_entered,0,0,0
INT_440313260_440151000_20240722_1553,0.000,0.000,33.170,never_entered,0,0,0
INT_440016540_636014996_20240722_1731,0.000,0.000,93.992,never_entered,0,0,0
INT_440184720_636018318_20240722_1818,0.000,0.000,68.281,never_entered,0,0,0
INT_440909000_441973000_20240723_0230,65.400,4.627,20.524,cleared_after_entry,1,1,1
INT_440184720_636015779_20240723_0511,34.000,1.337,25.928,cleared_after_entry,1,1,1
INT_440104800_440013330_20240723_0620,7.400,0.106,12.298,cleared_after_entry,1,1,1
INT_440008040_255805661_20240723_0717,53.200,4.612,80.525,cleared_after_entry,1,1,1
INT_440909000_220008000_20240723_0809,139.000,17.922,50.152,cleared_after_entry,1,1,1
INT_440005000_440111070_20240723_0929,7.000,0.087,12.298,cleared_after_entry,1,1,1
INT_373493000_636020787_20240723_1123,0.000,0.000,56.613,never_entered,0,0,0
INT_440184720_636020787_20240723_1123,138.800,17.888,56.613,cleared_after_entry,1,1,1
INT_440200060_440193090_20240723_1300,9.000,0.229,17.088,cleared_after_entry,1,1,1
INT_440008040_636092984_20240723_1549,23.200,0.699,25.928,cleared_after_entry,1,1,1
INT_440313250_357506000_20240723_1809,0.000,0.000,74.096,never_entered,0,0,0
INT_440008040_563158600_20240723_1816,25.200,0.696,20.524,cleared_after_entry,1,1,1
INT_440200060_353059000_20240724_0150,0.000,0.000,30.871,never_entered,0,0,0
INT_440075240_352153000_20240724_0704,24.400,1.230,51.393,cleared_after_entry,1,1,1
INT_440083810_357104000_20240724_0723,0.000,0.000,112.722,never_entered,0,0,0
INT_440113610_636013522_20240724_0825,0.000,0.000,80.909,never_entered,0,0,0
INT_440909000_413218000_20240724_0835,94.200,10.217,16.279,cleared_after_entry,1,1,1
INT_440200060_413218000_20240724_0835,113.000,13.422,16.279,cleared_after_entry,1,1,1
INT_373493000_229334000_20240724_1010,168.200,20.134,28.302,cleared_after_entry,1,1,1
INT_440200060_563159100_20240724_1206,70.000,5.247,20.809,cleared_after_entry,1,1,1
INT_440127410_440154950_20240724_1342,6.800,0.049,12.298,cleared_after_entry,1,1,1
INT_440127410_371002000_20240724_1406,28.400,2.534,49.490,cleared_after_entry,1,1,1
INT_373493000_371002000_20240724_1430,117.600,16.315,49.490,cleared_after_entry,1,1,1
INT_440127410_636020221_20240724_1452,30.800,2.035,54.866,cleared_after_entry,1,1,1
INT_440139260_440102050_20240724_1640,19.400,2.026,12.777,cleared_after_entry,1,1,1
INT_440702880_370894000_20240724_2325,0.000,0.000,96.173,never_entered,0,0,0
INT_440702880_431315000_20240725_0217,0.000,0.000,97.140,never_entered,0,0,0
INT_440335980_352757000_20240725_0500,0.000,0.000,122.778,never_entered,0,0,0
INT_352003392_477737600_20240725_0921,0.000,0.000,113.654,never_entered,0,0,0
INT_440018500_477737600_20240725_0922,0.000,0.000,113.654,never_entered,0,0,0
INT_440909000_351664000_20240725_0947,96.200,10.555,22.743,cleared_after_entry,1,1,1
INT_440139260_372354000_20240725_1011,,,55.027,entered_no_clear,1,1,0
INT_440200060_352001218_20240725_1545,,,29.415,entered_no_clear,1,1,0
INT_373493000_636020440_20240725_1705,173.400,23.922,62.500,cleared_after_entry,1,1,1
INT_440909000_636020440_20240725_1705,,,62.500,entered_no_clear,1,1,0
INT_440200060_538009631_20240726_0415,0.000,0.000,21.401,never_entered,0,0,0
INT_440127410_636020440_20240726_0556,0.000,0.000,62.500,never_entered,0,0,0
INT_440139260_563324000_20240726_1811,147.400,19.385,26.912,cleared_after_entry,1,1,1
INT_440313260_477183900_20240726_1829,0.000,0.000,112.722,never_entered,0,0,0
INT_440155260_477183900_20240726_1830,0.000,0.000,112.722,never_entered,0,0,0
INT_440313260_351819000_20240726_2325,0.000,0.000,82.062,never_entered,0,0,0
INT_440412320_351819000_20240726_2325,,,82.062,entered_no_clear,1,1,0
INT_440313250_538007482_20240727_0320,172.400,23.748,81.892,cleared_after_entry,1,1,1
INT_440139260_538090562_20240727_0703,169.000,23.154,34.731,cleared_after_entry,1,1,1
INT_440139260_636022006_20240727_1835,0.000,0.000,76.100,never_entered,0,0,0
INT_440008040_538009457_20240727_1846,23.400,1.608,41.813,cleared_after_entry,1,1,1
INT_440008040_441293000_20240727_1855,45.200,4.178,83.805,cleared_after_entry,1,1,1
INT_440008040_636018380_20240727_2117,18.800,0.474,30.794,cleared_after_entry,1,1,1
INT_373493000_636018380_20240727_2136,135.600,17.331,30.794,cleared_after_entry,1,1,1
INT_373493000_563156800_20240727_2316,80.800,7.988,21.633,cleared_after_entry,1,1,1
INT_440051510_369339000_20240728_0015,0.000,0.000,80.362,never_entered,0,0,0
INT_440112210_369339000_20240728_0015,0.000,0.000,80.362,never_entered,0,0,0
INT_440008040_636020743_20240728_0136,76.200,9.481,113.071,cleared_after_entry,1,1,1
INT_440008040_311655000_20240728_0345,10.200,0.055,18.310,cleared_after_entry,1,1,1
INT_440008040_311703000_20240728_0345,10.000,0.047,18.601,cleared_after_entry,1,1,1
INT_352003392_370894000_20240728_1021,0.000,0.000,96.173,never_entered,0,0,0
INT_440412320_370894000_20240728_1022,0.000,0.000,96.173,never_entered,0,0,0
INT_440909000_441772000_20240728_1335,102.800,10.005,21.024,cleared_after_entry,1,1,1
INT_440113610_219840000_20240728_1826,0.000,0.000,106.504,never_entered,0,0,0
INT_440113610_636018262_20240728_2336,0.000,0.000,84.965,never_entered,0,0,0
INT_440909000_441934000_20240729_0036,74.200,5.827,20.524,cleared_after_entry,1,1,1
INT_440313250_371633000_20240729_0100,0.000,0.000,80.909,never_entered,0,0,0
INT_440113610_371633000_20240729_0100,0.000,0.000,80.909,never_entered,0,0,0
INT_440200060_440193090_20240729_0315,28.800,4.825,17.088,cleared_after_entry,1,1,1
INT_440200060_538005895_20240729_0412,144.600,16.442,41.437,cleared_after_entry,1,1,1
INT_440139260_441973000_20240729_0524,15.000,0.187,20.524,cleared_after_entry,1,1,1
INT_440200060_352002269_20240729_1006,79.200,7.726,23.585,cleared_after_entry,1,1,1
INT_440909000_352002269_20240729_1007,97.400,10.758,23.585,cleared_after_entry,1,1,1
INT_440127410_636021108_20240729_1723,31.400,2.620,56.765,cleared_after_entry,1,1,1
INT_440008040_636021337_20240729_1749,76.400,9.018,112.780,cleared_after_entry,1,1,1
INT_440112210_636021337_20240729_1813,0.000,0.000,112.780,never_entered,0,0,0
INT_440412320_636021337_20240729_1811,0.000,0.000,112.780,never_entered,0,0,0
INT_373493000_636015779_20240729_1821,76.800,7.336,25.928,cleared_after_entry,1,1,1
INT_440139260_636015779_20240729_1826,81.600,8.119,25.928,cleared_after_entry,1,1,1
INT_440139260_477947700_20240729_1937,114.800,13.731,76.041,cleared_after_entry,1,1,1
INT_440083810_477947700_20240729_1937,0.000,0.000,76.041,never_entered,0,0,0
INT_373493000_312336000_20240729_2107,99.800,9.553,20.616,cleared_after_entry,1,1,1
INT_440008040_352002269_20240729_2258,44.200,2.512,23.585,cleared_after_entry,1,1,1
INT_440008040_440117000_20240729_2325,0.000,0.000,31.557,never_entered,0,0,0
INT_440127410_538009273_20240730_0100,12.400,0.096,21.401,cleared_after_entry,1,1,1
INT_373493000_538009273_20240730_0124,114.400,11.768,21.401,cleared_after_entry,1,1,1
INT_440335980_477836900_20240730_0410,0.000,0.000,102.231,never_entered,0,0,0
INT_440083810_477836900_20240730_0410,0.000,0.000,102.231,never_entered,0,0,0
INT_440051510_636015607_20240730_1010,0.000,0.000,112.722,never_entered,0,0,0
INT_440152850_413497770_20240730_1312,84.600,10.068,20.524,cleared_after_entry,1,1,1
INT_440313250_352153000_20240730_1320,115.600,13.869,51.393,cleared_after_entry,1,1,1
INT_352003392_414676000_20240730_1423,133.200,14.668,48.972,cleared_after_entry,1,1,1
INT_440113610_414676000_20240730_1422,139.000,15.569,48.972,cleared_after_entry,1,1,1
INT_440104800_440193090_20240730_1415,22.600,3.064,17.088,cleared_after_entry,1,1,1
INT_440313250_440022000_20240730_2025,58.600,5.801,25.239,cleared_after_entry,1,1,1
INT_440313260_256849000_20240731_0121,125.800,15.631,30.676,cleared_after_entry,1,1,1
INT_440139260_256849000_20240731_0120,127.800,15.978,30.676,cleared_after_entry,1,1,1
INT_352003392_477057100_20240731_0522,0.000,0.000,93.543,never_entered,0,0,0
INT_440018500_477057100_20240731_0520,0.000,0.000,93.543,never_entered,0,0,0
INT_440702880_440013330_20240731_0757,11.000,0.474,12.298,cleared_after_entry,1,1,1
INT_440702880_256824000_20240731_0812,157.000,23.876,83.410,cleared_after_entry,1,1,1
INT_440313260_256824000_20240731_0813,0.000,0.000,83.410,never_entered,0,0,0
INT_440152850_563159100_20240731_1537,101.800,9.854,20.809,cleared_after_entry,1,1,1
INT_352003392_373355000_20240731_1715,0.000,0.000,112.722,never_entered,0,0,0
INT_440127410_256163000_20240731_1855,52.200,5.744,93.680,cleared_after_entry,1,1,1
INT_440127410_564639000_20240731_1940,32.600,2.528,57.585,cleared_after_entry,1,1,1
INT_440313260_564639000_20240731_2005,0.000,0.000,57.585,never_entered,0,0,0
INT_440112210_440149350_20240731_2030,0.000,0.000,13.485,never_entered,0,0,0
INT_440083810_440193090_20240731_2037,0.000,0.000,17.088,never_entered,0,0,0
INT_440018500_440193090_20240731_2037,0.000,0.000,17.088,never_entered,0,0,0
INT_440127410_636022111_20240731_2104,52.400,5.712,93.700,cleared_after_entry,1,1,1
INT_440083810_440102770_20240731_2109,34.800,11.685,12.298,cleared_after_entry,1,1,1
INT_440127410_636013522_20240731_2209,46.800,4.674,80.909,cleared_after_entry,1,1,1
INT_440127410_636021387_20240731_2214,58.000,6.364,103.394,cleared_after_entry,1,1,1
INT_352003392_563324000_20240731_2220,32.400,1.423,26.912,cleared_after_entry,1,1,1
INT_352003392_636013522_20240731_2234,0.000,0.000,80.909,never_entered,0,0,0
INT_440313250_636021387_20240731_2245,0.000,0.000,103.394,never_entered,0,0,0
INT_440127410_303352000_20240731_2251,49.000,4.874,81.180,cleared_after_entry,1,1,1
INT_440127410_566886000_20240731_2340,39.200,3.541,67.052,cleared_after_entry,1,1,1
INT_440200060_215748000_20240801_0618,132.200,16.741,43.832,cleared_after_entry,1,1,1
INT_440008040_636020440_20240801_0620,0.000,0.000,62.500,never_entered,0,0,0
INT_440152850_305523000_20240801_0716,0.000,0.000,57.622,never_entered,0,0,0
