scenario_id,tau_clear_s,psi_clear_deg,distance_at_t0_m,status,entered_hazard,n_entries,n_exits
INT_440184720_477111700_20230901_0420,81.600,8.119,26.707,cleared_after_entry,1,1,1
INT_440155330_218774000_20230901_0555,60.400,7.494,112.722,cleared_after_entry,1,1,1
INT_440412320_440048210_20230901_1520,8.000,0.138,12.777,cleared_after_entry,1,1,1
INT_440155330_416491000_20230901_2046,48.000,4.493,70.880,cleared_after_entry,1,1,1
INT_440008040_440103790_20230902_0352,7.000,0.080,12.298,cleared_after_entry,1,1,1
INT_440127410_636022112_20230902_0940,52.800,6.986,93.700,cleared_after_entry,1,1,1
INT_440008040_563098400_20230902_1116,30.400,1.851,43.832,cleared_after_entry,1,1,1
INT_440008040_414240000_20230902_1143,0.000,0.000,28.111,never_entered,0,0,0
INT_440127410_311655000_20230902_1434,11.800,0.112,18.310,cleared_after_entry,1,1,1
INT_440008040_416491000_20230902_1605,105.200,12.085,70.880,cleared_after_entry,1,1,1
INT_440184720_212347000_20230902_2229,125.400,15.562,83.805,cleared_after_entry,1,1,1
INT_440108150_414240000_20230903_0041,152.000,17.597,28.111,cleared_after_entry,1,1,1
INT_440008040_311703000_20230903_0215,0.000,0.000,18.601,never_entered,0,0,0
INT_440008040_218284000_20230903_0342,0.000,0.000,103.281,never_entered,0,0,0
INT_440155330_440152080_20230903_0524,6.600,0.063,12.298,cleared_after_entry,1,1,1
INT_440008040_563158900_20230903_0717,21.200,0.448,28.302,cleared_after_entry,1,1,1
INT_440127410_373579000_20230903_1618,14.800,0.223,27.735,cleared_after_entry,1,1,1
INT_440127410_440151000_20230903_1639,0.000,0.000,33.170,never_entered,0,0,0
INT_440008040_354021000_20230903_2030,31.400,1.070,28.306,cleared_after_entry,1,1,1
INT_440008040_305126000_20230903_2154,31.000,1.359,34.540,cleared_after_entry,1,1,1
INT_440127410_636014221_20230903_2204,49.200,3.444,96.773,cleared_after_entry,1,1,1
INT_440008040_373183000_20230903_2256,0.000,0.000,113.071,never_entered,0,0,0
INT_440008040_255806233_20230904_0140,50.200,3.457,63.461,cleared_after_entry,1,1,1
INT_440127410_636020701_20230904_0200,15.600,0.216,27.459,cleared_after_entry,1,1,1
INT_440127410_413383270_20230904_0459,35.400,3.156,51.393,cleared_after_entry,1,1,1
INT_440335980_477220100_20230904_1002,0.000,0.000,112.722,never_entered,0,0,0
INT_440155330_211882930_20230904_1559,0.000,0.000,113.654,never_entered,0,0,0
INT_440005000_563491000_20230904_1626,130.400,16.428,66.098,cleared_after_entry,1,1,1
INT_440155330_356234000_20230904_1710,70.800,9.091,123.904,cleared_after_entry,1,1,1
INT_440110910_563004600_20230904_1905,147.400,16.879,27.295,cleared_after_entry,1,1,1
INT_440184720_414654000_20230904_2023,0.000,0.000,48.075,never_entered,0,0,0
INT_373493000_414654000_20230904_2023,30.800,1.690,48.075,cleared_after_entry,1,1,1
INT_440127410_563158600_20230904_2316,0.000,0.000,20.524,never_entered,0,0,0
INT_440127410_440061780_20230905_0015,0.000,0.000,14.056,never_entered,0,0,0
INT_440155330_538009760_20230905_0652,0.000,0.000,104.064,never_entered,0,0,0
INT_440113610_538009760_20230905_0706,0.000,0.000,104.064,never_entered,0,0,0
INT_440155330_538009273_20230905_0842,26.200,0.745,21.401,cleared_after_entry,1,1,1
INT_440116550_538009273_20230905_0904,84.400,7.279,21.401,cleared_after_entry,1,1,1
INT_440155330_636022500_20230905_1032,23.400,0.770,31.341,cleared_after_entry,1,1,1
INT_440155330_563004600_20230905_1115,14.400,0.194,27.295,cleared_after_entry,1,1,1
INT_440116550_440147330_20230905_1133,64.600,15.802,13.750,cleared_after_entry,1,1,1
INT_440155330_636014220_20230905_1135,130.400,16.428,98.108,cleared_after_entry,1,1,1
INT_440112210_440048210_20230905_1344,57.800,19.221,12.777,cleared_after_entry,1,1,1
INT_440155330_636016855_20230905_1422,0.000,0.000,87.677,never_entered,0,0,0
INT_440008040_440279000_20230905_1627,0.000,0.000,25.894,never_entered,0,0,0
INT_440008040_367619000_20230905_1650,32.000,1.145,26.912,cleared_after_entry,1,1,1
INT_440116550_533131059_20230905_1720,123.200,15.181,50.000,cleared_after_entry,1,1,1
INT_440008040_563491000_20230905_1734,41.800,3.812,66.098,cleared_after_entry,1,1,1
INT_440127410_563156800_20230905_2244,11.000,0.083,21.633,cleared_after_entry,1,1,1
INT_440008040_305538000_20230906_0143,28.600,1.731,46.615,cleared_after_entry,1,1,1
INT_440008040_440309000_20230906_0220,49.600,9.372,12.298,cleared_after_entry,1,1,1
INT_440112210_440002070_20230906_0342,42.800,10.895,13.901,cleared_after_entry,1,1,1
INT_440008040_533131059_20230906_0629,25.800,1.838,50.000,cleared_after_entry,1,1,1
INT_440008040_563147400_20230906_0648,11.400,0.076,21.360,cleared_after_entry,1,1,1
INT_440008040_440189000_20230906_1340,0.000,0.000,33.991,never_entered,0,0,0
INT_440008040_367619000_20230906_1407,18.800,0.457,26.912,cleared_after_entry,1,1,1
INT_440051510_636014222_20230906_1720,0.000,0.000,98.108,never_entered,0,0,0
INT_440116550_440002690_20230906_1750,0.000,0.000,13.038,never_entered,0,0,0
INT_440127410_440048210_20230906_1957,6.000,0.029,12.777,cleared_after_entry,1,1,1
INT_440335980_440038740_20230906_2134,19.000,2.638,12.298,cleared_after_entry,1,1,1
INT_440335980_440038740_20230906_2136,19.000,2.638,12.298,cleared_after_entry,1,1,1
INT_440132580_636016203_20230906_2255,0.000,0.000,72.154,never_entered,0,0,0
INT_440184720_440189000_20230907_0331,0.000,0.000,33.991,never_entered,0,0,0
INT_440184720_440189000_20230907_0330,0.000,0.000,33.991,never_entered,0,0,0
INT_440127410_538009760_20230907_0545,0.000,0.000,104.064,never_entered,0,0,0
INT_440155330_563158900_20230907_0625,94.800,8.806,28.302,cleared_after_entry,1,1,1
INT_440116550_273147000_20230907_0717,86.400,8.912,29.904,cleared_after_entry,1,1,1
INT_440155330_574002930_20230907_1234,11.600,0.102,20.248,cleared_after_entry,1,1,1
INT_440155330_311703000_20230907_1308,14.800,0.197,18.601,cleared_after_entry,1,1,1
INT_440155330_441403000_20230907_1402,102.400,11.607,77.015,cleared_after_entry,1,1,1
INT_440008040_219033000_20230907_1545,0.000,0.000,112.722,never_entered,0,0,0
INT_440155330_636092574_20230907_1610,31.800,1.102,28.302,cleared_after_entry,1,1,1
INT_440155330_354202000_20230907_1638,116.600,14.041,83.847,cleared_after_entry,1,1,1
INT_440155330_354202000_20230907_1639,117.800,14.248,83.847,cleared_after_entry,1,1,1
INT_440155330_538090562_20230907_1824,29.200,1.281,34.731,cleared_after_entry,1,1,1
INT_440155330_352757000_20230907_1858,0.000,0.000,122.778,never_entered,0,0,0
INT_440155330_477884200_20230908_0022,17.200,0.239,22.277,cleared_after_entry,1,1,1
INT_440104800_309901000_20230908_0130,0.000,0.000,97.140,never_entered,0,0,0
INT_440008040_636020886_20230908_0450,44.000,4.335,75.068,cleared_after_entry,1,1,1
INT_440155330_273147000_20230908_1025,0.000,0.000,29.904,never_entered,0,0,0
INT_440127410_211578000_20230908_1045,0.000,0.000,112.722,never_entered,0,0,0
INT_440155330_245118000_20230908_1204,32.400,3.902,55.211,cleared_after_entry,1,1,1
INT_440110910_563158200_20230908_1227,108.800,10.914,29.155,cleared_after_entry,1,1,1
INT_440112210_538007485_20230908_1308,0.000,0.000,81.892,never_entered,0,0,0
INT_440155330_354202000_20230908_1340,0.000,0.000,83.847,never_entered,0,0,0
INT_440127410_232024771_20230908_1404,58.000,6.555,100.489,cleared_after_entry,1,1,1
INT_440127410_440206050_20230908_1508,6.800,0.063,12.530,cleared_after_entry,1,1,1
INT_440184720_215167000_20230908_1701,0.000,0.000,76.158,never_entered,0,0,0
INT_440132580_215167000_20230908_1701,0.000,0.000,76.158,never_entered,0,0,0
INT_440155330_563158200_20230908_1908,20.000,0.575,29.155,cleared_after_entry,1,1,1
INT_440155330_538010176_20230908_2022,28.600,1.545,47.352,cleared_after_entry,1,1,1
INT_440132580_564938000_20230909_0011,132.800,16.845,51.703,cleared_after_entry,1,1,1
INT_440104800_563126700_20230909_0727,0.000,0.000,79.945,never_entered,0,0,0
INT_440335980_248703000_20230909_0813,0.000,0.000,93.680,never_entered,0,0,0
INT_440313250_248703000_20230909_0815,0.000,0.000,93.680,never_entered,0,0,0
INT_440155330_538010176_20230909_0855,111.000,11.249,47.352,cleared_after_entry,1,1,1
INT_440155330_311655000_20230909_1148,14.800,0.220,18.310,cleared_after_entry,1,1,1
INT_440155330_636092927_20230909_1245,59.200,6.632,102.402,cleared_after_entry,1,1,1
INT_440110910_440410440_20230909_1419,13.800,0.679,14.534,cleared_after_entry,1,1,1
INT_440110910_353059000_20230909_1432,128.600,13.955,30.871,cleared_after_entry,1,1,1
INT_440155330_564938000_20230909_1447,0.000,0.000,51.703,never_entered,0,0,0
INT_440155330_305126000_20230909_1643,72.000,5.618,34.540,cleared_after_entry,1,1,1
INT_440108150_305126000_20230909_1708,129.600,14.110,34.540,cleared_after_entry,1,1,1
INT_441925000_218643000_20230909_1805,0.000,0.000,84.624,never_entered,0,0,0
INT_440184720_255805575_20230909_2007,110.200,14.903,28.306,cleared_after_entry,1,1,1
INT_440112210_477528400_20230909_2026,0.000,0.000,98.108,never_entered,0,0,0
INT_440155260_477528400_20230909_2027,0.000,0.000,98.108,never_entered,0,0,0
INT_440335980_356941000_20230909_2032,0.000,0.000,113.071,never_entered,0,0,0
INT_440155330_563126700_20230910_0125,44.600,3.159,79.945,cleared_after_entry,1,1,1
INT_440112210_566282000_20230910_0138,144.400,18.862,57.585,cleared_after_entry,1,1,1
INT_440155330_441772000_20230910_0413,12.800,0.138,21.024,cleared_after_entry,1,1,1
INT_440104800_247440400_20230910_0501,124.600,15.423,30.154,cleared_after_entry,1,1,1
INT_440008040_354021000_20230910_0654,16.600,0.237,28.306,cleared_after_entry,1,1,1
INT_440008040_441246000_20230910_0726,26.600,2.005,50.151,cleared_after_entry,1,1,1
INT_440008040_373579000_20230910_1050,15.200,0.249,27.735,cleared_after_entry,1,1,1
INT_440132580_373579000_20230910_1115,108.600,12.666,27.735,cleared_after_entry,1,1,1
INT_440112210_235082896_20230910_1124,0.000,0.000,112.722,never_entered,0,0,0
INT_441925000_440145840_20230910_1710,18.200,1.178,12.777,cleared_after_entry,1,1,1
INT_440104800_413131000_20230910_2215,0.000,0.000,75.068,never_entered,0,0,0
INT_440116550_636020659_20230910_2338,129.400,16.255,59.626,cleared_after_entry,1,1,1
INT_440155330_563159100_20230911_0542,18.400,0.322,20.809,cleared_after_entry,1,1,1
INT_440412320_370892000_20230911_1103,0.000,0.000,113.071,never_entered,0,0,0
INT_440335980_370892000_20230911_1103,0.000,0.000,113.071,never_entered,0,0,0
INT_440104800_212350000_20230911_1400,0.000,0.000,83.805,never_entered,0,0,0
INT_440112210_212350000_20230911_1400,0.000,0.000,83.805,never_entered,0,0,0
INT_440116550_636022640_20230911_1705,115.800,15.971,43.081,cleared_after_entry,1,1,1
INT_440016540_636022640_20230911_1751,111.600,15.170,43.081,cleared_after_entry,1,1,1
INT_440155330_440197000_20230911_2128,8.200,0.151,12.298,cleared_after_entry,1,1,1
INT_440155330_533131059_20230911_2147,75.400,8.040,50.000,cleared_after_entry,1,1,1
INT_440108150_533131059_20230911_2210,126.400,15.735,50.000,cleared_after_entry,1,1,1
INT_440155330_477947700_20230911_2325,44.800,4.769,76.041,cleared_after_entry,1,1,1
INT_440008040_440220000_20230912_0226,0.000,0.000,34.136,never_entered,0,0,0
INT_440008040_352153000_20230912_0502,56.000,5.670,51.393,cleared_after_entry,1,1,1
INT_440127410_636020254_20230912_0646,30.000,1.890,54.866,cleared_after_entry,1,1,1
INT_440184720_636020254_20230912_0711,144.400,16.411,54.866,cleared_after_entry,1,1,1
INT_440110910_538009273_20230912_0722,116.400,12.075,21.401,cleared_after_entry,1,1,1
INT_440116550_371714000_20230912_0808,104.800,12.016,47.595,cleared_after_entry,1,1,1
INT_440127410_477809400_20230912_1000,57.800,6.388,102.231,cleared_after_entry,1,1,1
INT_440112210_636021337_20230912_1040,0.000,0.000,112.780,never_entered,0,0,0
INT_441925000_636021337_20230912_1040,0.000,0.000,112.780,never_entered,0,0,0
INT_440127410_477690700_20230912_1100,41.200,3.056,87.500,cleared_after_entry,1,1,1
INT_440110910_636022640_20230912_1215,0.000,0.000,43.081,never_entered,0,0,0
INT_440127410_533131059_20230912_1317,30.400,2.204,50.000,cleared_after_entry,1,1,1
INT_440108150_636018529_20230912_1511,136.000,17.401,29.415,cleared_after_entry,1,1,1
INT_440075240_440048210_20230912_1640,10.800,0.605,12.777,cleared_after_entry,1,1,1
INT_440008040_351361000_20230912_2304,62.600,8.010,112.780,cleared_after_entry,1,1,1
INT_440108150_563156800_20230912_2306,0.000,0.000,21.633,never_entered,0,0,0
INT_440051510_351361000_20230912_2328,0.000,0.000,112.780,never_entered,0,0,0
INT_440110910_373579000_20230913_0307,0.000,0.000,27.735,never_entered,0,0,0
INT_440127410_229463000_20230913_0654,65.000,7.196,113.071,cleared_after_entry,1,1,1
INT_440127410_440013330_20230913_1139,7.000,0.080,12.298,cleared_after_entry,1,1,1
INT_440110910_311703000_20230913_1159,114.200,13.628,18.601,cleared_after_entry,1,1,1
INT_440127410_636018529_20230913_1821,26.400,1.051,29.415,cleared_after_entry,1,1,1
INT_440008040_567317000_20230913_1859,49.600,4.821,50.922,cleared_after_entry,1,1,1
INT_440127410_636021337_20230913_1852,63.600,8.240,112.780,cleared_after_entry,1,1,1
INT_440008040_338679000_20230913_1928,46.800,5.542,78.021,cleared_after_entry,1,1,1
INT_440127410_477127900_20230913_1946,39.200,2.719,101.263,cleared_after_entry,1,1,1
INT_440104800_338679000_20230913_1952,0.000,0.000,78.021,never_entered,0,0,0
INT_440016540_338679000_20230913_1955,0.000,0.000,78.021,never_entered,0,0,0
INT_440313250_440111000_20230913_2004,112.200,15.284,28.064,cleared_after_entry,1,1,1
INT_440108150_538009631_20230913_2024,97.600,10.792,21.401,cleared_after_entry,1,1,1
INT_440412320_357770000_20230913_2035,0.000,0.000,124.323,never_entered,0,0,0
INT_440005000_636016703_20230913_2045,0.000,0.000,70.880,never_entered,0,0,0
INT_440155260_636022603_20230913_2115,0.000,0.000,123.904,never_entered,0,0,0
INT_440008040_311703000_20230913_2208,20.000,0.427,18.601,cleared_after_entry,1,1,1
INT_440184720_441933000_20230914_0011,148.000,19.489,52.652,cleared_after_entry,1,1,1
INT_440127410_538010006_20230914_0237,26.600,1.509,48.384,cleared_after_entry,1,1,1
INT_440110910_538010006_20230914_0305,170.800,20.542,48.384,cleared_after_entry,1,1,1
INT_440127410_219861000_20230914_0523,70.200,7.578,123.525,cleared_after_entry,1,1,1
INT_440008040_440176000_20230914_0940,19.800,0.446,31.821,cleared_after_entry,1,1,1
INT_440412320_440176000_20230914_1005,128.000,18.307,31.821,cleared_after_entry,1,1,1
INT_440016540_440176000_20230914_1007,79.600,9.141,31.821,cleared_after_entry,1,1,1
INT_440155330_538009631_20230914_1422,36.600,1.612,21.401,cleared_after_entry,1,1,1
INT_440008040_440111000_20230914_1440,0.000,0.000,28.064,never_entered,0,0,0
INT_440155330_636091232_20230914_1547,35.000,2.096,54.555,cleared_after_entry,1,1,1
INT_440155330_636093030_20230915_0030,0.000,0.000,60.583,never_entered,0,0,0
INT_440110910_574002930_20230915_0317,95.800,10.487,20.248,cleared_after_entry,1,1,1
INT_440155330_440103790_20230915_0526,6.800,0.080,12.298,cleared_after_entry,1,1,1
INT_440051510_248758000_20230915_0725,0.000,0.000,123.525,never_entered,0,0,0
INT_441925000_351848000_20230915_1513,0.000,0.000,112.722,never_entered,0,0,0
INT_440104800_351848000_20230915_1515,0.000,0.000,112.722,never_entered,0,0,0
INT_440008040_218426000_20230915_1657,64.000,8.319,112.722,cleared_after_entry,1,1,1
INT_440127410_477629400_20230915_1842,18.400,0.437,31.643,cleared_after_entry,1,1,1
INT_440127410_636016321_20230915_1902,51.200,5.023,80.164,cleared_after_entry,1,1,1
INT_440016540_636016321_20230915_1925,0.000,0.000,80.164,never_entered,0,0,0
INT_440702880_636016321_20230915_1928,0.000,0.000,80.164,never_entered,0,0,0
INT_440008040_574002930_20230915_2103,13.800,0.187,20.248,cleared_after_entry,1,1,1
INT_440127410_440176000_20230915_2143,12.600,0.107,31.821,cleared_after_entry,1,1,1
INT_440008040_308234000_20230915_2207,30.000,0.770,15.556,cleared_after_entry,1,1,1
INT_440127410_563161200_20230915_2251,59.400,6.663,103.394,cleared_after_entry,1,1,1
INT_440008040_477738600_20230916_0506,51.200,6.102,85.165,cleared_after_entry,1,1,1
INT_440104800_477738600_20230916_0533,0.000,0.000,85.165,never_entered,0,0,0
INT_440075240_477738600_20230916_0535,0.000,0.000,85.165,never_entered,0,0,0
INT_440313250_538007485_20230916_0915,0.000,0.000,81.892,never_entered,0,0,0
INT_440016540_636018102_20230916_1923,0.000,0.000,97.628,never_entered,0,0,0
INT_440335980_636018102_20230916_1923,0.000,0.000,97.628,never_entered,0,0,0
INT_440155330_636015181_20230916_2001,0.000,0.000,70.216,never_entered,0,0,0
INT_440155330_636017685_20230916_2024,71.400,9.195,123.940,cleared_after_entry,1,1,1
INT_440110910_636020701_20230916_2030,,,27.459,entered_no_clear,1,1,0
INT_440075240_636017685_20230916_2046,0.000,0.000,123.940,never_entered,0,0,0
INT_440335980_370587000_20230916_2226,0.000,0.000,100.046,never_entered,0,0,0
INT_440051510_370587000_20230916_2226,0.000,0.000,100.046,never_entered,0,0,0
INT_440018500_563000800_20230917_0230,0.000,0.000,97.745,never_entered,0,0,0
INT_440051510_563000800_20230917_0231,0.000,0.000,97.745,never_entered,0,0,0
INT_440313260_563172200_20230917_1215,0.000,0.000,65.146,never_entered,0,0,0
INT_440108150_563158200_20230917_1355,112.600,11.493,29.155,cleared_after_entry,1,1,1
INT_440110910_563158200_20230917_1356,100.800,9.703,29.155,cleared_after_entry,1,1,1
INT_440702880_357891000_20230917_1514,0.000,0.000,113.071,never_entered,0,0,0
INT_440008040_564938000_20230917_2354,42.200,3.418,51.703,cleared_after_entry,1,1,1
INT_440127410_636017685_20230918_0635,0.000,0.000,123.940,never_entered,0,0,0
INT_440008040_209444000_20230918_0726,10.400,0.054,20.934,cleared_after_entry,1,1,1
INT_440008040_477182200_20230918_1123,0.000,0.000,112.722,never_entered,0,0,0
INT_440104800_431710000_20230918_1220,0.000,0.000,98.108,never_entered,0,0,0
INT_440155260_431710000_20230918_1221,0.000,0.000,98.108,never_entered,0,0,0
INT_440008040_636018102_20230918_1237,43.600,3.531,97.628,cleared_after_entry,1,1,1
INT_440051510_229947000_20230918_1316,0.000,0.000,93.680,never_entered,0,0,0
INT_440008040_215657000_20230918_1501,86.800,10.479,94.954,cleared_after_entry,1,1,1
INT_440104800_215657000_20230918_1525,115.400,15.895,94.954,cleared_after_entry,1,1,1
INT_440018500_413161000_20230918_1655,0.000,0.000,94.831,never_entered,0,0,0
INT_440127410_636018529_20230918_1838,16.000,0.306,29.415,cleared_after_entry,1,1,1
INT_440127410_211111000_20230918_2111,81.000,8.160,104.064,cleared_after_entry,1,1,1
INT_440005000_477842200_20230919_0221,0.000,0.000,102.231,never_entered,0,0,0
INT_440110910_636015465_20230919_0315,77.800,6.333,20.304,cleared_after_entry,1,1,1
INT_440127410_636018529_20230919_0411,0.000,0.000,29.415,never_entered,0,0,0
INT_440008040_215657000_20230919_0424,0.000,0.000,94.954,never_entered,0,0,0
INT_441925000_431296000_20230919_0517,0.000,0.000,97.140,never_entered,0,0,0
INT_440110910_311000780_20230919_0915,127.000,13.707,31.780,cleared_after_entry,1,1,1
INT_440113610_667001345_20230919_1322,31.800,1.892,18.581,cleared_after_entry,1,1,1
INT_440008040_636092268_20230919_1530,0.000,0.000,113.071,never_entered,0,0,0
INT_440127410_372729000_20230919_1605,0.000,0.000,124.323,never_entered,0,0,0
INT_440127410_440145840_20230919_1625,6.600,0.044,12.777,cleared_after_entry,1,1,1
INT_440155330_229685000_20230920_0054,73.400,7.485,113.071,cleared_after_entry,1,1,1
INT_440155330_636018529_20230920_0120,16.600,0.353,29.415,cleared_after_entry,1,1,1
INT_440155330_477207400_20230920_0159,78.400,8.920,76.041,cleared_after_entry,1,1,1
INT_440313250_477207400_20230920_0231,0.000,0.000,76.041,never_entered,0,0,0
INT_440139260_477207400_20230920_0231,0.000,0.000,76.041,never_entered,0,0,0
INT_440108150_636015481_20230920_0720,162.000,19.162,49.336,cleared_after_entry,1,1,1
INT_440008040_440147000_20230920_0952,0.000,0.000,22.719,never_entered,0,0,0
INT_440139260_440147000_20230920_1022,98.200,12.623,22.719,cleared_after_entry,1,1,1
INT_440075240_351127000_20230920_1106,0.000,0.000,124.323,never_entered,0,0,0
INT_440008040_440189000_20230920_1429,0.000,0.000,33.991,never_entered,0,0,0
INT_440155330_229592000_20230920_1720,65.400,7.277,113.071,cleared_after_entry,1,1,1
INT_440108150_305537000_20230920_1920,66.800,5.747,23.049,cleared_after_entry,1,1,1
INT_441925000_563163400_20230921_0910,0.000,0.000,103.394,never_entered,0,0,0
INT_440113610_232018900_20230921_1126,,,100.489,entered_no_clear,1,1,0
INT_440155260_232018900_20230921_1127,,,100.489,entered_no_clear,1,1,0
INT_440113610_305545000_20230921_1332,0.000,0.000,28.178,never_entered,0,0,0
INT_440702880_305545000_20230921_1331,31.800,1.601,28.178,cleared_after_entry,1,1,1
INT_440702880_440048210_20230921_1413,36.200,12.876,12.777,cleared_after_entry,1,1,1
INT_440112210_353934000_20230921_1656,0.000,0.000,75.068,never_entered,0,0,0
INT_440118750_440505000_20230921_2326,96.200,9.015,23.259,cleared_after_entry,1,1,1
INT_440155330_636092188_20230922_0000,0.000,0.000,113.071,never_entered,0,0,0
INT_440335980_373404000_20230922_0036,0.000,0.000,112.722,never_entered,0,0,0
INT_440008040_352153000_20230922_0149,87.400,9.078,51.393,cleared_after_entry,1,1,1
INT_440008040_477769600_20230922_0154,62.800,6.732,113.362,cleared_after_entry,1,1,1
INT_440118750_574002930_20230922_0236,65.000,5.469,20.248,cleared_after_entry,1,1,1
INT_440139260_477302500_20230922_0400,0.000,0.000,72.154,never_entered,0,0,0
INT_440018500_219581000_20230922_0412,0.000,0.000,123.775,never_entered,0,0,0
INT_440008040_441111000_20230922_0651,38.200,2.756,79.945,cleared_after_entry,1,1,1
INT_440139260_441111000_20230922_0720,120.000,14.628,79.945,cleared_after_entry,1,1,1
INT_440127410_232024773_20230922_0718,117.400,16.277,100.489,cleared_after_entry,1,1,1
INT_440104800_565021000_20230922_0745,0.000,0.000,57.585,never_entered,0,0,0
INT_440127410_636091232_20230922_0808,28.200,1.396,54.555,cleared_after_entry,1,1,1
INT_440127410_351127000_20230922_1125,0.000,0.000,124.323,never_entered,0,0,0
INT_440127410_414688000_20230922_1202,28.000,1.652,48.972,cleared_after_entry,1,1,1
INT_440139260_414688000_20230922_1228,126.800,15.804,48.972,cleared_after_entry,1,1,1
INT_440118750_667003019_20230922_1501,93.200,8.569,25.298,cleared_after_entry,1,1,1
INT_440127410_440062000_20230922_1643,0.000,0.000,33.050,never_entered,0,0,0
INT_440104800_232029038_20230922_1815,0.000,0.000,113.071,never_entered,0,0,0
INT_440118750_256143000_20230923_0000,90.400,9.579,22.277,cleared_after_entry,1,1,1
INT_440008040_414688000_20230923_0238,24.000,1.025,48.972,cleared_after_entry,1,1,1
INT_440008040_477307300_20230923_0509,106.400,14.179,112.722,cleared_after_entry,1,1,1
INT_440127410_212175000_20230923_0650,48.800,4.489,84.202,cleared_after_entry,1,1,1
INT_440127410_255805575_20230923_0931,27.200,1.246,28.306,cleared_after_entry,1,1,1
INT_440127410_477010900_20230923_1105,41.400,4.388,67.417,cleared_after_entry,1,1,1
INT_440118750_373579000_20230923_1515,115.800,13.904,27.735,cleared_after_entry,1,1,1
INT_440108150_636014965_20230923_1704,118.800,12.443,28.302,cleared_after_entry,1,1,1
INT_440108150_305126000_20230923_1802,118.600,12.412,34.540,cleared_after_entry,1,1,1
INT_440008040_256143000_20230923_1901,12.000,0.093,22.277,cleared_after_entry,1,1,1
INT_440008040_232029038_20230923_2030,0.000,0.000,113.071,never_entered,0,0,0
INT_440008040_636022611_20230923_2230,92.600,8.480,50.757,cleared_after_entry,1,1,1
INT_440127410_414293000_20230924_0018,0.000,0.000,75.068,never_entered,0,0,0
INT_440127410_440062000_20230924_0329,0.000,0.000,33.050,never_entered,0,0,0
INT_440127410_636018223_20230924_0330,27.600,1.716,51.703,cleared_after_entry,1,1,1
INT_440127410_440037110_20230924_0354,6.600,0.037,12.777,cleared_after_entry,1,1,1
INT_440139260_636021108_20230924_0418,113.000,13.422,56.765,cleared_after_entry,1,1,1
INT_440127410_229639000_20230924_0456,0.000,0.000,112.722,never_entered,0,0,0
INT_440127410_229997000_20230924_0516,76.600,7.824,113.071,cleared_after_entry,1,1,1
INT_440008040_636021320_20230924_0737,40.200,4.064,78.964,cleared_after_entry,1,1,1
INT_440118750_477326200_20230924_0830,121.200,12.812,31.780,cleared_after_entry,1,1,1
INT_440155330_351664000_20230924_0855,30.600,1.008,22.743,cleared_after_entry,1,1,1
INT_440118750_351664000_20230924_0916,90.800,9.646,22.743,cleared_after_entry,1,1,1
INT_440155330_477326200_20230924_1316,25.800,1.039,31.780,cleared_after_entry,1,1,1
INT_440112210_319211600_20230924_1400,0.000,0.000,97.140,never_entered,0,0,0
INT_440051510_319211600_20230924_1401,0.000,0.000,97.140,never_entered,0,0,0
INT_440335980_256687000_20230924_1704,0.000,0.000,98.601,never_entered,0,0,0
INT_440118750_636092854_20230925_0127,0.000,0.000,33.768,never_entered,0,0,0
INT_440118750_356367000_20230925_1022,144.400,18.862,43.832,cleared_after_entry,1,1,1
INT_440155330_440076890_20230925_1618,0.000,0.000,12.676,never_entered,0,0,0
INT_440155260_440076890_20230925_1605,0.000,0.000,12.676,never_entered,0,0,0
INT_440005000_440009000_20230925_1708,96.000,12.207,31.627,cleared_after_entry,1,1,1
INT_440008040_232024772_20230925_1707,38.200,2.659,100.489,cleared_after_entry,1,1,1
INT_440127410_219031419_20230925_1839,60.800,6.701,106.504,cleared_after_entry,1,1,1
INT_440127410_667003019_20230925_2015,0.000,0.000,25.298,never_entered,0,0,0
INT_440127410_215558000_20230925_2147,55.400,6.580,94.240,cleared_after_entry,1,1,1
INT_440127410_636019061_20230926_0427,46.600,3.849,75.068,cleared_after_entry,1,1,1
INT_440118750_538009273_20230926_1403,94.800,8.806,21.401,cleared_after_entry,1,1,1
INT_440702880_355906000_20230926_1735,0.000,0.000,122.778,never_entered,0,0,0
INT_441925000_355906000_20230926_1736,0.000,0.000,122.778,never_entered,0,0,0
INT_440008040_566482000_20230926_1746,57.400,6.001,97.140,cleared_after_entry,1,1,1
INT_440118750_356481000_20230926_1815,0.000,0.000,23.601,never_entered,0,0,0
INT_440008040_538007486_20230926_1949,0.000,0.000,85.804,never_entered,0,0,0
INT_440005000_636020985_20230926_1950,0.000,0.000,89.919,never_entered,0,0,0
INT_440008040_440009000_20230926_2003,15.400,0.227,31.627,cleared_after_entry,1,1,1
INT_440008040_636016242_20230926_2046,86.200,8.879,79.945,cleared_after_entry,1,1,1
INT_440139260_563584000_20230926_2131,0.000,0.000,84.772,never_entered,0,0,0
INT_440700180_563156800_20230927_0414,72.200,6.597,21.633,cleared_after_entry,1,1,1
INT_440700180_538009631_20230927_0824,88.800,9.312,21.401,cleared_after_entry,1,1,1
INT_440412320_211888820_20230927_1122,0.000,0.000,113.654,never_entered,0,0,0
INT_440018500_371319000_20230927_1207,0.000,0.000,124.323,never_entered,0,0,0
INT_440118750_413383270_20230927_1303,128.600,16.116,51.393,cleared_after_entry,1,1,1
